Year,District Code,District Name,NSPF School Code,School Name,School Type,Total Index Score,Star Rating,Title I Status,% Proficient ELA,% Proficient Math,% Proficient Science,95% Participation Met Mathematics,95% Participation Met ELA,Participation Warning,Participation Penalty,% Meeting AGP ELA,% Meeting AGP Math,% Meeting AGP EL,NAC 389.445 Credit Requirements (8th Grade),9th Grade Credit Sufficiency,CCR Participation,CCR Completion,Advanced Diploma,4-Year Graduation Rate,5-Year Graduation Rate,Chronic Absenteeism,CSI,Yrs In Designation As CSI,TSI,ATSI,Yrs In Designation As ATSI
2025,02,Clark,02080.1,Fine  ES,Regular,45.5,2,NO,46,40.1,18.6,YES,YES,NO,NO,51.7,40,50.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.7,NO,N/A,NO,YES,3
2025,02,Clark,02081.1,Bozarth ES,Regular,90,5,NO,68.4,59.2,24.6,YES,YES,NO,NO,74.5,53.9,77.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.7,NO,N/A,NO,NO,N/A
2025,02,Clark,02082.1,Triggs ES,Regular,66.5,3,NO,54.9,46.8,16.2,YES,YES,NO,NO,63.1,42.6,55.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.1,NO,N/A,NO,NO,N/A
2025,02,Clark,02083.1,ORoarke ES,Regular,76.5,4,NO,71.7,61.9,48.2,YES,YES,NO,NO,68,55,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.2,NO,N/A,NO,NO,N/A
2025,02,Clark,02084.1,Reedom ES,Regular,68,4,NO,53.8,53,14.1,YES,YES,NO,NO,55.6,57.6,40.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.1,NO,N/A,NO,NO,N/A
2025,02,Clark,02085.1,Diaz ES,Regular,17,1,YES,23.5,21.5,5.4,YES,YES,NO,NO,30.4,15.4,40.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,NO,N/A,NO,YES,1
2025,02,Clark,02086.1,Scott ES,Regular,34,2,YES,26.5,18.9,<5,YES,YES,NO,NO,43,27,40.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27.6,NO,N/A,NO,YES,2
2025,02,Clark,02087.1,Rainbow Dreams ELA ES,District Charter,35,Not Rated,YES,N/A,N/A,N/A,N/A,N/A,NO,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.3,NO,N/A,NO,NO,N/A
2025,02,Clark,02089.1,West Prep ES,Regular,58,3,YES,43.1,31.7,11.6,YES,YES,NO,NO,62.2,45.2,30.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.7,NO,N/A,NO,NO,N/A
2025,02,Clark,02090.1,Smalley ES,Regular,93.3,5,NO,83.9,77.9,37.6,YES,YES,NO,NO,77.3,68,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.5,NO,N/A,NO,NO,N/A
2025,02,Clark,02091.1,Perkins C ES,Regular,19.5,1,YES,26.1,21.5,<5,YES,YES,NO,NO,39.8,26.9,29.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28.6,NO,N/A,NO,YES,3
2025,02,Clark,02092.1,Innovations ES,District Charter,47.5,2,NO,38.1,37.3,7.6,YES,YES,NO,NO,49.5,42.8,38.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.5,NO,N/A,NO,NO,N/A
2025,02,Clark,02093.1,FuturEdge ES,District Charter,17,1,YES,15.5,6.4,<5,YES,YES,NO,NO,24.4,10.2,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45.3,NO,N/A,NO,YES,1
2025,02,Clark,02094.1,Dickens ES,Regular,48,2,YES,41.6,32.5,6.4,YES,YES,NO,NO,53.7,29.7,57.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.4,NO,N/A,NO,YES,2
2025,02,Clark,02095.1,Bailey ES,Regular,48.5,2,YES,37,33.7,7,YES,YES,NO,NO,46.6,41.8,49.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.1,NO,N/A,NO,YES,1
2025,02,Clark,02096.1,Roundy ES,Regular,26.5,1,YES,26.5,22.3,9,YES,YES,NO,NO,35.5,23.8,37.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.8,NO,N/A,YES,NO,N/A
2025,02,Clark,02097.1,Forbuss ES,Regular,61,3,NO,57.9,54.4,36.8,YES,YES,NO,NO,56.7,51.4,46.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.4,NO,N/A,NO,NO,N/A
2025,02,Clark,02098.1,Steele ES,Regular,49,2,NO,55.4,48.6,18.1,YES,YES,NO,NO,56.7,33.1,47.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.8,NO,N/A,NO,YES,1
2025,02,Clark,02099.1,Schorr ES,Regular,60.5,3,NO,53.8,45.5,23.3,YES,YES,NO,NO,67.3,48.9,32.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.9,NO,N/A,NO,NO,N/A
2025,02,Clark,02100.1,Ward Kitty ES,Regular,74.4,4,NO,63.9,60.3,27.3,YES,YES,NO,NO,62.5,46.3,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.1,NO,N/A,NO,NO,N/A
2025,02,Clark,02101.1,Blue Diamond ES,Regular,84.6,5,NO,-,-,-,-,-,NO,NO,83.3,88.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.8,NO,N/A,NO,NO,N/A
2025,02,Clark,02102.1,Goodsprings ES,Regular,5,Not Rated,YES,-,-,-,-,-,NO,NO,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,NO,N/A,NO,NO,N/A
2025,02,Clark,02103.1,Lundy ES,Regular,N/A,Not Rated,NO,N/A,N/A,N/A,N/A,N/A,NO,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NO,N/A,NO,NO,N/A
2025,02,Clark,02104.1,Reid ES,Regular,20,Not Rated,YES,-,-,-,-,-,NO,NO,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.6,NO,N/A,NO,NO,N/A
2025,02,Clark,02105.1,King Martin ES,Regular,9,1,YES,19,10.7,<5,YES,YES,NO,NO,22.5,13,29.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.7,YES,1,NO,NO,N/A
2025,02,Clark,02106.1,Deskin ES,Regular,52,3,YES,48.5,36.5,<5,YES,YES,NO,NO,55,34.2,48.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.9,NO,N/A,NO,YES,2
2025,02,Clark,02107.1,Kim ES,Regular,69.5,4,YES,45.1,38.9,18.7,YES,YES,NO,NO,58.7,50.9,61.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21,NO,N/A,NO,NO,N/A
2025,02,Clark,02108.1,Beatty J ES,Regular,49,2,YES,56.5,41.4,22.6,YES,YES,NO,NO,53.2,34.8,56.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24.3,NO,N/A,NO,YES,1
2025,02,Clark,02109.1,Christensen ES,Regular,48,2,YES,51.4,41.4,7.8,YES,YES,NO,NO,51.3,33.9,73.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30,NO,N/A,NO,NO,N/A
2025,02,Clark,02110.1,Parson ES,Regular,24,1,YES,24.2,13.5,<5,YES,YES,NO,NO,42.6,14.4,42.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.5,NO,N/A,YES,NO,N/A
2025,02,Clark,02111.1,Dooley ES,Regular,52.5,3,NO,48.6,46.7,15.6,YES,YES,NO,NO,54.3,39.1,46.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.2,NO,N/A,NO,NO,N/A
2025,02,Clark,02112.1,Mendoza ES,Regular,44,2,YES,39.7,31.5,8.6,YES,YES,NO,NO,50.5,32,42.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.7,NO,N/A,NO,YES,3
2025,02,Clark,02113.1,McMillan ES,Regular,44,2,YES,44.3,34.6,15.4,YES,YES,NO,NO,53.4,37.9,49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.7,NO,N/A,NO,YES,3
2025,02,Clark,02114.1,Perkins U ES,Regular,64.4,3,NO,47.2,38.8,22.2,YES,YES,NO,NO,61.3,50,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.4,NO,N/A,NO,NO,N/A
2025,02,Clark,02115.1,Lynch ES,Regular,17,1,YES,20.5,17.3,<5,YES,YES,NO,NO,32.7,15.1,35.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.4,NO,N/A,YES,NO,N/A
2025,02,Clark,02116.1,Woolley ES,Regular,48.5,2,YES,33.7,19.3,5.5,YES,YES,NO,NO,55.8,35.5,47.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28.6,NO,N/A,NO,NO,N/A
2025,02,Clark,02117.1,Lunt  ES,Regular,26.5,1,YES,20.5,22.3,5,YES,YES,NO,NO,33.8,21.4,43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.6,NO,N/A,NO,YES,2
2025,02,Clark,02118.1,Eisenberg ES,Regular,54.5,3,YES,54.4,42.4,19.5,YES,YES,NO,NO,55,37.1,65.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.1,NO,N/A,NO,YES,1
2025,02,Clark,02119.1,Fong ES,Regular,33,2,YES,33.2,25,7.5,YES,YES,NO,NO,47.5,26.2,41.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.3,NO,N/A,NO,NO,N/A
2025,02,Clark,02120.1,Gibson ES,Regular,85,5,NO,60.4,51.4,22.2,YES,YES,NO,NO,70.7,56.1,58.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.9,NO,N/A,NO,NO,N/A
2025,02,Clark,02121.1,Wynn ES,Regular,18,1,YES,25.6,20.5,5.2,YES,YES,NO,NO,32.4,20.2,46.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29.3,NO,N/A,NO,YES,1
2025,02,Clark,02122.1,Hill ES,Regular,87.5,5,YES,56.4,55.9,48.2,YES,YES,NO,NO,74.7,76.1,56.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.6,NO,N/A,NO,NO,N/A
2025,02,Clark,02123.1,Jacobson ES,Regular,44,2,YES,39,32.5,9.3,YES,YES,NO,NO,58.8,26.7,40.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.8,NO,N/A,NO,NO,N/A
2025,02,Clark,02124.1,Derfelt ES,Regular,42.5,2,YES,44.7,36.4,23.4,YES,YES,NO,NO,53.7,31.2,41.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.9,NO,N/A,NO,YES,2
2025,02,Clark,02125.1,Cunningham ES,Regular,30.5,2,YES,28.1,22,13.6,YES,YES,YES,NO,47.7,28.5,16.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34.6,NO,N/A,NO,YES,1
2025,02,Clark,02126.1,Cox D ES,Regular,89.5,5,NO,64,56.3,36.7,YES,YES,NO,NO,71.1,54.9,63.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.7,NO,N/A,NO,NO,N/A
2025,02,Clark,02127.1,Treem ES,Regular,69.5,4,YES,53.1,49.2,25.7,YES,YES,NO,NO,62.9,43.8,52.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.3,NO,N/A,NO,NO,N/A
2025,02,Clark,02128.1,Rundle ES,Regular,24.5,1,YES,34.8,30.7,<5,YES,YES,NO,NO,42.9,24.6,37.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.2,YES,3,NO,NO,N/A
2025,02,Clark,02129.1,Herr ES,Regular,44.5,2,YES,38.1,35.6,9.6,YES,YES,NO,NO,49.4,39,41.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.5,NO,N/A,NO,NO,N/A
2025,02,Clark,02130.1,Dailey ES,Regular,35,2,YES,35.7,24.7,6.2,YES,YES,NO,NO,42.1,31.5,55.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.6,NO,N/A,NO,NO,N/A
2025,02,Clark,02131.1,Adams ES,Regular,17.5,1,YES,32.7,24.8,<5,YES,YES,NO,NO,37.2,22.8,32.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.7,NO,N/A,NO,YES,2
2025,02,Clark,02132.1,May ES,Regular,71.5,4,NO,56.2,43.4,20.5,YES,YES,NO,NO,66.4,48.2,81.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.1,NO,N/A,NO,NO,N/A
2025,02,Clark,02133.1,Kahre ES,Regular,43,2,YES,43.1,40.5,12,YES,YES,NO,NO,49.5,42,68.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.2,NO,N/A,NO,YES,2
2025,02,Clark,02134.1,Katz ES,Regular,12,1,YES,29.2,24.1,5.5,YES,YES,NO,NO,32.9,18,32.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.8,YES,1,NO,NO,N/A
2025,02,Clark,02135.1,Jydstrup ES,Regular,72,4,YES,52.1,54.9,12.8,YES,YES,NO,NO,58.4,45.7,57.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.1,NO,N/A,NO,NO,N/A
2025,02,Clark,02136.1,King Martha ES,Regular,73.8,4,NO,66.6,59,43.8,YES,YES,NO,NO,61.1,42,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.5,NO,N/A,NO,YES,2
2025,02,Clark,02137.1,Bartlett ES,Regular,82.5,4,NO,61.8,57.8,25.7,YES,YES,NO,NO,70.4,51.7,53.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.2,NO,N/A,NO,NO,N/A
2025,02,Clark,02138.1,Bendorf ES,Regular,30,2,YES,40.1,32.1,5.9,YES,YES,NO,NO,48.4,24,44.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.4,NO,N/A,NO,YES,3
2025,02,Clark,02139.1,Thorpe ES,Regular,49.5,2,YES,42.3,29.1,9.8,YES,YES,NO,NO,57.1,30.6,48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24.6,NO,N/A,NO,NO,N/A
2025,02,Clark,02140.1,Antonello ES,Regular,50.5,3,YES,39.2,31.5,8.8,YES,YES,NO,NO,50.6,39.1,67.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.9,NO,N/A,NO,YES,3
2025,02,Clark,02141.1,Lummis ES,Regular,75.5,4,NO,67.7,64.4,28.8,YES,YES,NO,NO,61.8,54.6,40.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.8,NO,N/A,NO,NO,N/A
2025,02,Clark,02142.1,Wiener ES,Regular,37,2,YES,35.2,29.4,10,YES,YES,NO,NO,52.7,30.6,36.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.1,NO,N/A,NO,NO,N/A
2025,02,Clark,02143.1,Fitzgerald ES,Regular,30,2,YES,30.4,35,<5,YES,YES,NO,NO,39.6,35.5,48.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36,NO,N/A,NO,YES,1
2025,02,Clark,02144.1,Lowman ES,Regular,24,1,YES,23.2,16.4,<5,YES,YES,NO,NO,44.9,16.5,34.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39.1,NO,N/A,NO,YES,3
2025,02,Clark,02145.1,Piggott ACAD ES,Regular,89,5,NO,64.1,62.3,32.1,YES,YES,NO,NO,67.4,54.7,72.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A
2025,02,Clark,02146.1,Newton ES,Regular,69.5,4,NO,57.9,48.7,29.3,YES,YES,NO,NO,68.3,40.1,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.9,NO,N/A,NO,NO,N/A
2025,02,Clark,02147.1,Bruner ES,Regular,26.5,1,YES,28,23.8,<5,YES,YES,NO,NO,39.1,21,45.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.4,NO,N/A,NO,YES,2
2025,02,Clark,02148.1,Bryan Richard ES,Regular,64.5,3,YES,52.3,47.1,20,YES,YES,NO,NO,59.3,41.3,67.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,NO,N/A,NO,NO,N/A
2025,02,Clark,02149.1,Wilhelm ES,Regular,38,2,YES,34.2,31.7,<5,YES,YES,NO,NO,55.1,40.8,34.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.1,NO,N/A,NO,NO,N/A
2025,02,Clark,02150.1,Roberts ES,Regular,22,1,YES,38.8,27.4,<5,YES,YES,NO,NO,41,22.3,30.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.5,NO,N/A,NO,YES,3
2025,02,Clark,02151.1,Allen ES,Regular,53,3,NO,46.9,46.1,13.8,YES,YES,NO,NO,47.8,47.8,61.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.3,NO,N/A,NO,NO,N/A
2025,02,Clark,02152.1,Wolfe ES,Regular,60.5,3,YES,44.5,34.5,28.5,YES,YES,NO,NO,52.4,55.7,35.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.2,NO,N/A,NO,YES,3
2025,02,Clark,02153.1,Goldfarb ES,Regular,72.5,4,YES,49.2,42.6,6.3,YES,YES,NO,NO,62.9,52.2,55.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,YES,3,NO,NO,N/A
2025,02,Clark,02154.1,Vanderburg ES,Regular,79.5,4,NO,73,68.9,53.7,YES,YES,NO,NO,71.2,43.9,70,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.8,NO,N/A,NO,NO,N/A
2025,02,Clark,02155.1,Cambeiro ES,Regular,29.5,2,YES,28.2,20.4,<5,YES,YES,NO,NO,45.9,17.2,37.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27,NO,N/A,YES,NO,N/A
2025,02,Clark,02156.1,Bryan Roger ES,Regular,51,3,YES,50.3,52.6,9.4,YES,YES,NO,NO,50.6,44.4,41.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.4,NO,N/A,NO,NO,N/A
2025,02,Clark,02157.1,Bonner ES,Regular,92.5,5,NO,74.9,71.3,34.2,YES,YES,NO,NO,82.2,65.5,66.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.1,NO,N/A,NO,NO,N/A
2025,02,Clark,02158.1,Cartwright ES,Regular,58.5,3,YES,54,41.9,15.5,YES,YES,NO,NO,60.2,46.3,41.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.6,NO,N/A,NO,NO,N/A
2025,02,Clark,02159.1,Bowler Joseph ES,Regular,31.5,2,YES,39,31.7,<5,YES,YES,NO,NO,48.4,24.8,30.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.5,NO,N/A,NO,YES,3
2025,02,Clark,02160.1,Rhodes ES,Regular,52.5,3,NO,61.8,53.2,29.2,YES,YES,NO,NO,58.8,38.8,31.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.7,NO,N/A,NO,NO,N/A
2025,02,Clark,02161.1,Guy ES,Regular,47.5,2,YES,41,34.5,<5,YES,YES,NO,NO,54.8,30.5,45.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.5,NO,N/A,NO,YES,3
2025,02,Clark,02162.1,Morrow ES,Regular,72.5,4,NO,62.7,52.9,28.3,YES,YES,NO,NO,68.8,50.4,60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,NO,N/A,NO,NO,N/A
2025,02,Clark,02163.1,Bunker ES,Regular,21,1,YES,21.2,22.8,<5,YES,YES,NO,NO,41.2,18.9,36.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.2,YES,2,NO,NO,N/A
2025,02,Clark,02164.1,Elizondo ES,Regular,16,1,YES,29.3,24.1,<5,YES,YES,NO,NO,31,22.7,40.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29.4,NO,N/A,NO,YES,1
2025,02,Clark,02165.1,Cortez ES,Regular,31.5,2,YES,33.3,32.5,<5,YES,YES,NO,NO,40.8,32.9,48.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28.2,NO,N/A,NO,NO,N/A
2025,02,Clark,02166.1,Lamping ES,Regular,83,4,NO,74.2,68,39.2,YES,YES,NO,NO,72.4,57.1,60.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.4,NO,N/A,NO,NO,N/A
2025,02,Clark,02167.1,Garehime ES,Regular,33.5,2,YES,44.4,36,10.9,YES,YES,NO,NO,51.5,27,36.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.8,NO,N/A,NO,YES,2
2025,02,Clark,02168.1,Hayes ES,Regular,78.5,4,YES,64.3,53.4,45.7,YES,YES,NO,NO,68.1,44.8,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.8,NO,N/A,NO,NO,N/A
2025,02,Clark,02169.1,Kesterson ES,Regular,64.5,3,YES,51.2,49.5,11.4,YES,YES,NO,NO,60.4,40.3,54.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.3,NO,N/A,NO,NO,N/A
2025,02,Clark,02170.1,Neal ES,Regular,63.5,3,NO,52.1,45.1,16.6,YES,YES,NO,NO,63.5,46.8,32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.8,NO,N/A,NO,NO,N/A
2025,02,Clark,02171.1,Carl ES,Regular,55,3,YES,51.6,49.5,20.5,YES,YES,NO,NO,58.7,39.5,48.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16,NO,N/A,NO,YES,2
2025,02,Clark,02172.1,Darnell ES,Regular,83,4,NO,60.2,54.9,20.2,YES,YES,NO,NO,63.6,55.4,72.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.7,NO,N/A,NO,NO,N/A
2025,02,Clark,02173.1,Heckethorn ES,Regular,58.5,3,NO,61.9,55.3,23.9,YES,YES,NO,NO,60,39.1,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.6,NO,N/A,NO,YES,1
2025,02,Clark,02174.1,Rogers ES,Regular,76,4,YES,54.2,51.4,21.4,YES,YES,NO,NO,68.5,56.3,54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.9,NO,N/A,NO,NO,N/A
2025,02,Clark,02175.1,Snyder W ES,Regular,41.5,2,YES,26.9,22.2,<5,YES,YES,NO,NO,50.5,29.1,44.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.2,NO,N/A,NO,NO,N/A
2025,02,Clark,02176.1,Twitchell ES,Regular,93,5,NO,70.9,68.7,32,YES,YES,NO,NO,73,62.8,66.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.6,NO,N/A,NO,NO,N/A
